Region,Department,Gender,Age,Job_Title,Education_Level,Performance_Score,Work_Hours_Per_Week,Remote_Work_Frequency,Team_Size,Employee_Satisfaction_Score,Industry,Actual_Working_Hours,Employment_Year,Avg_Unemployment_Rate,State_Full,Percent_Treated,Percent_Work_Interference,Percent_Consequences
Florida,Marketing,Other,41,Team Lead,Bachelor,3.0,48.0,50,18,1.5758729569257524,Telecommunications,51.37288396512894,2022,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
Florida,Sales,Male,34,Specialist,Master,3.0,40.0,0,13,1.4559828786201552,Healthcare,41.97772250935052,2018,3.6750000000000003,Florida,66.66666666666666,25.0,8.333333333333332
Pennsylvania,Sales,Male,52,Manager,Bachelor,4.0,35.0,0,13,1.4638281335047685,Healthcare,47.06434207874648,2009,8.049999999999999,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Illinois,IT,Male,50,Coordinator,Bachelor,3.0,45.0,0,11,2.97425484847188,Consulting,45.954210979939184,2011,9.691666666666666,Illinois,76.0,16.0,16.0
Florida,IT,Female,51,Developer,Bachelor,5.0,35.0,50,13,2.5572954934508334,Consulting,38.1149227173867,2011,9.991666666666667,Florida,66.66666666666666,25.0,8.333333333333332
North Carolina,IT,Female,49,Analyst,High School,4.0,40.0,50,13,2.2126620452815886,Telecommunications,72.29692536538242,2015,5.716666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
Florida,Operations,Female,59,Team Lead,Bachelor,4.0,54.0,100,5,3.999433673200144,Consulting,55.10752033199376,2020,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
Ohio,IT,Female,55,Team Lead,High School,4.0,34.0,0,5,2.468221079834465,Retail,34.660005372181715,2013,7.425,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Michigan,Finance,Male,44,Team Lead,Bachelor,2.0,45.0,50,12,3.189093976732406,Technology,46.28994496084236,2022,7.796604938271605,Michigan,55.55555555555556,0.0,22.22222222222222
California,Legal,Female,54,Team Lead,High School,2.0,41.0,0,7,3.584179942802402,Technology,43.28970390882965,2021,7.645220588235294,California,73.50427350427351,16.23931623931624,27.350427350427353
Illinois,Marketing,Male,25,Developer,Master,3.0,43.0,0,10,2.066509146849699,Education,44.99539055188474,2014,7.1000000000000005,Illinois,76.0,16.0,16.0
North Carolina,Finance,Female,41,Developer,Bachelor,3.0,48.0,0,9,3.3625203796903227,Finance,84.05382881956388,2007,4.716666666666667,North Carolina,63.63636363636363,0.0,27.27272727272727
California,HR,Male,48,Manager,High School,4.0,43.0,75,18,1.6600973584713656,Healthcare,45.05634913172057,2017,4.7749999999999995,California,73.50427350427351,16.23931623931624,27.350427350427353
Florida,Customer Support,Female,44,Team Lead,Master,5.0,45.0,0,1,2.373651226934017,Healthcare,46.50795936819081,2005,3.6833333333333336,Florida,66.66666666666666,25.0,8.333333333333332
Georgia,Finance,Male,51,Analyst,Bachelor,5.0,48.0,0,19,3.668696914121156,Consulting,48.14017953315226,2013,8.200000000000001,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Pennsylvania,Sales,Other,24,Consultant,Master,3.0,58.0,50,11,3.103149540515947,Healthcare,47.43884815233607,2013,7.341666666666666,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Illinois,Engineering,Female,24,Consultant,Master,3.0,44.0,0,17,1.9652661444966169,Education,73.47956455564237,2017,4.9750000000000005,Illinois,76.0,16.0,16.0
Florida,Sales,Male,34,Coordinator,Master,3.0,40.0,0,13,2.6076469463282463,Education,43.87767632875019,2009,10.391666666666667,Florida,66.66666666666666,25.0,8.333333333333332
North Carolina,Engineering,Male,47,Analyst,High School,3.0,44.0,50,5,4.05957559238982,Telecommunications,46.70205109881267,2007,4.716666666666667,North Carolina,63.63636363636363,0.0,27.27272727272727
Pennsylvania,Operations,Female,22,Specialist,Bachelor,2.0,54.0,75,12,3.869574943083268,Technology,45.80574536500881,2009,8.049999999999999,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Pennsylvania,Sales,Male,23,Team Lead,High School,5.0,44.0,75,16,3.1541759738788087,Healthcare,48.66354255215399,2022,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
California,HR,Male,56,Consultant,High School,3.0,41.0,0,3,3.208528975656252,Healthcare,44.14881793878961,2018,4.208333333333333,California,73.50427350427351,16.23931623931624,27.350427350427353
Ohio,Legal,Male,43,Manager,Bachelor,4.0,46.0,0,6,2.452650370926763,Retail,47.06573777736814,2016,5.05,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Illinois,Legal,Female,38,Analyst,Master,5.0,50.0,75,2,3.049177229017381,Healthcare,53.82499846256093,2013,9.041666666666666,Illinois,76.0,16.0,16.0
North Carolina,IT,Male,34,Coordinator,High School,4.0,40.0,0,15,3.627687437434788,Consulting,37.04730802199226,2006,4.758333333333334,North Carolina,63.63636363636363,0.0,27.27272727272727
Ohio,HR,Male,35,Developer,,2.0,58.0,75,3,3.916657511093558,Consulting,58.64861405465849,2010,10.241666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Texas,Engineering,Other,22,Coordinator,Bachelor,5.0,46.0,75,11,2.4035980831863344,Telecommunications,41.36423617583007,2020,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Texas,Marketing,Female,60,Coordinator,High School,5.0,35.0,0,9,4.303579135043081,Healthcare,42.00695538462052,2019,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
North Carolina,IT,Female,59,Analyst,,5.0,49.0,100,7,3.93092797170413,Education,82.01916952436837,2009,10.575000000000001,North Carolina,63.63636363636363,0.0,27.27272727272727
Michigan,Marketing,Male,28,Coordinator,High School,4.0,45.0,50,11,3.085970465448572,Education,46.54695885479227,2016,4.991666666666666,Michigan,55.55555555555556,0.0,22.22222222222222
Florida,Sales,Other,37,Specialist,Bachelor,3.0,41.0,50,9,2.207136122958275,Retail,49.31400116185224,2007,4.008333333333334,Florida,66.66666666666666,25.0,8.333333333333332
Illinois,HR,Female,57,Consultant,Master,3.0,38.0,100,2,3.738382612314815,Retail,67.07456787203932,2018,4.3500000000000005,Illinois,76.0,16.0,16.0
North Carolina,Sales,Female,60,Consultant,,4.0,44.0,0,19,2.716151930360539,Consulting,38.781781257553966,2014,6.316666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
Pennsylvania,Finance,Female,23,Consultant,Bachelor,5.0,49.0,50,8,3.6561438662480215,Telecommunications,53.699817197250994,2009,8.049999999999999,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Illinois,HR,Male,22,Developer,High School,3.0,52.0,75,14,3.312702669956647,Finance,44.283092971529776,2015,5.966666666666666,Illinois,76.0,16.0,16.0
Pennsylvania,Finance,Female,53,Specialist,,5.0,40.0,0,5,1.91951727636965,Technology,74.4686347035461,2012,7.825,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
North Carolina,Operations,Male,42,Team Lead,High School,3.0,41.0,0,9,3.0358960939331854,Healthcare,44.58385491585469,2004,5.4750000000000005,North Carolina,63.63636363636363,0.0,27.27272727272727
Georgia,Operations,Female,25,Consultant,Bachelor,3.0,43.0,0,15,3.192973101404527,Retail,46.86178546659081,2019,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
North Carolina,Marketing,Female,58,Team Lead,High School,5.0,35.0,75,12,3.834055810797886,Consulting,55.54709153342922,2008,6.133333333333333,North Carolina,63.63636363636363,0.0,27.27272727272727
California,Operations,Female,60,Analyst,Bachelor,4.0,47.0,0,12,4.3220339664856535,Consulting,38.392920239858654,2018,4.208333333333333,California,73.50427350427351,16.23931623931624,27.350427350427353
New York,Finance,Female,25,Manager,High School,3.0,36.0,100,3,1.6550421684715086,Finance,73.8234889249152,2007,4.55,New York,73.17073170731707,14.634146341463413,19.51219512195122
New York,HR,Female,22,Team Lead,High School,5.0,42.0,100,16,4.440719436051394,Education,69.33560048498826,2020,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Illinois,HR,Female,50,Consultant,Bachelor,3.0,44.0,0,3,1.3815613489905856,Finance,32.168705377322205,2008,6.308333333333334,Illinois,76.0,16.0,16.0
New York,Finance,Male,26,Team Lead,High School,4.0,41.0,25,11,3.059523242945809,Education,63.93528936485898,2006,4.558333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
California,Operations,Male,51,Specialist,Master,3.0,46.0,0,12,4.007876687900947,Finance,55.28281360528601,2011,11.708333333333334,California,73.50427350427351,16.23931623931624,27.350427350427353
Florida,HR,Female,30,Team Lead,Bachelor,2.0,41.0,0,5,2.89486786766203,Telecommunications,44.9636371216254,2022,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
Florida,HR,Male,58,Specialist,Bachelor,4.0,43.0,100,10,2.1503389857260866,Education,69.26758573234096,2012,8.483333333333333,Florida,66.66666666666666,25.0,8.333333333333332
New York,Operations,Male,30,Developer,Bachelor,2.0,53.0,100,5,3.612897382399205,Healthcare,55.20631648991889,2018,4.325,New York,73.17073170731707,14.634146341463413,19.51219512195122
Florida,Operations,Female,24,Manager,High School,3.0,42.0,25,19,3.181938455133979,Consulting,44.44030707325305,2018,3.6750000000000003,Florida,66.66666666666666,25.0,8.333333333333332
New York,Sales,Male,57,Specialist,Bachelor,4.0,40.0,75,10,2.31121219360276,Telecommunications,43.83048772200667,2004,5.808333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
Florida,Operations,Female,39,Specialist,Bachelor,3.0,34.0,75,8,2.767955856811573,Technology,34.93248411891636,2020,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
Pennsylvania,Sales,Male,23,Analyst,High School,5.0,44.0,75,16,2.7559440688225814,Healthcare,48.41191948397401,2023,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Georgia,Finance,Female,60,Consultant,Bachelor,3.0,41.0,0,14,2.480046640717505,Education,61.93720309064697,2010,10.491666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,Customer Support,Female,57,Analyst,Bachelor,2.0,53.0,75,8,2.799109518769744,Finance,85.0,2022,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
New York,Engineering,Male,23,Team Lead,Bachelor,4.0,35.0,50,13,2.4651557647034794,Consulting,35.34687518308161,2016,4.8500000000000005,New York,73.17073170731707,14.634146341463413,19.51219512195122
Ohio,Finance,Female,33,Consultant,High School,5.0,43.0,25,16,3.608589507038121,Finance,47.18926994771092,2013,7.425,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
North Carolina,Operations,Other,27,Analyst,Bachelor,3.0,47.0,25,11,3.1135513050169994,Telecommunications,51.15619846537449,2012,9.291666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
Pennsylvania,HR,Male,29,Consultant,High School,4.0,42.0,0,7,3.841061379605425,Consulting,43.83730456665244,2022,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
California,Engineering,Female,31,Coordinator,Bachelor,4.0,42.0,0,11,3.212019967291602,Education,49.35661678687482,2011,11.708333333333334,California,73.50427350427351,16.23931623931624,27.350427350427353
Florida,Customer Support,Female,51,Manager,Bachelor,4.0,47.0,50,9,4.2275128225800565,Education,49.17183801945805,2012,8.483333333333333,Florida,66.66666666666666,25.0,8.333333333333332
New York,IT,Female,41,Consultant,Bachelor,2.0,31.0,100,3,3.698431737235707,Education,32.28358390262809,2013,7.708333333333333,New York,73.17073170731707,14.634146341463413,19.51219512195122
Texas,Operations,Female,27,Team Lead,High School,4.0,57.0,50,7,2.6232258689892567,Finance,62.6632274938191,2019,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Illinois,Engineering,Male,37,Specialist,Bachelor,2.0,58.0,75,5,2.3171365550956478,Finance,58.71381979131781,2015,5.966666666666666,Illinois,76.0,16.0,16.0
Illinois,Engineering,Male,44,Coordinator,High School,5.0,45.0,50,11,4.088834822097691,Retail,40.59143787031795,2013,9.041666666666666,Illinois,76.0,16.0,16.0
Texas,Legal,Female,45,Consultant,High School,2.0,53.0,50,6,4.081912218555884,Education,62.33571707614471,2013,6.25,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Florida,Legal,Male,40,Analyst,Bachelor,5.0,31.0,100,2,1.388542045070464,Education,54.84625482197318,2015,5.441666666666666,Florida,66.66666666666666,25.0,8.333333333333332
New York,Finance,Male,26,Manager,Bachelor,3.0,42.0,0,6,3.02238021413271,Education,49.73773766199055,2012,8.516666666666666,New York,73.17073170731707,14.634146341463413,19.51219512195122
North Carolina,IT,Female,59,Team Lead,,5.0,49.0,100,7,1.9818878596178064,Technology,82.6871369011226,2009,10.575000000000001,North Carolina,63.63636363636363,0.0,27.27272727272727
Texas,Legal,Male,57,Manager,Bachelor,5.0,36.0,25,6,2.963815561797907,Retail,37.45890951879184,2005,5.408333333333334,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Ohio,Customer Support,Male,57,Coordinator,High School,5.0,54.0,100,1,1.8524694089071332,Telecommunications,38.393941539938965,2014,5.8,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Georgia,Marketing,Male,43,Manager,Bachelor,5.0,34.0,50,4,3.813318904058358,Telecommunications,46.93349339130861,2019,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Pennsylvania,Engineering,Male,27,Team Lead,Master,3.0,42.0,50,6,3.540547467630239,Consulting,49.105676264976864,2013,7.341666666666666,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Michigan,Operations,Female,56,Developer,Bachelor,4.0,42.0,0,18,3.650970101470418,Healthcare,46.47974427305695,2009,13.608333333333334,Michigan,55.55555555555556,0.0,22.22222222222222
Georgia,Operations,Female,30,Coordinator,Master,3.0,35.0,50,16,3.382099577852393,Education,36.37938279947066,2023,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,Finance,Male,59,Team Lead,Bachelor,3.0,37.0,50,2,3.047227778631516,Consulting,40.62265509619076,2020,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Florida,Sales,Male,43,Consultant,,2.0,32.0,50,13,2.9593103837561867,Telecommunications,31.141879466814235,2006,3.2416666666666667,Florida,66.66666666666666,25.0,8.333333333333332
California,IT,Female,44,Consultant,High School,3.0,49.0,0,8,3.116444931677475,Finance,38.20816928220454,2012,10.375,California,73.50427350427351,16.23931623931624,27.350427350427353
North Carolina,Legal,Male,52,Manager,Bachelor,5.0,43.0,50,8,1.3301311156145466,Finance,44.34478615887912,2012,9.291666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
North Carolina,IT,Male,50,Developer,High School,4.0,45.0,0,9,3.963751280146269,Telecommunications,53.68228116992817,2014,6.316666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
California,Legal,Female,33,Specialist,High School,3.0,45.0,0,10,2.70927116254945,Finance,49.49039707324364,2022,7.645220588235294,California,73.50427350427351,16.23931623931624,27.350427350427353
California,Legal,Male,33,Developer,High School,2.0,41.0,75,5,1.82165418998504,Healthcare,42.97855555563607,2023,7.645220588235294,California,73.50427350427351,16.23931623931624,27.350427350427353
Ohio,IT,Female,28,Specialist,Bachelor,3.0,56.0,100,10,3.0210613869683702,Retail,58.31775070354108,2007,5.541666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Michigan,Customer Support,Female,57,Specialist,Bachelor,4.0,38.0,100,16,2.764482758414931,Healthcare,38.98765499230794,2010,12.575000000000001,Michigan,55.55555555555556,0.0,22.22222222222222
Pennsylvania,Operations,Female,52,Team Lead,Bachelor,4.0,35.0,0,16,3.109227856308165,Healthcare,36.4352347317646,2018,4.3999999999999995,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
New York,HR,Male,35,Specialist,Bachelor,5.0,30.0,0,12,2.531984340664823,Technology,31.48043271242407,2013,7.708333333333333,New York,73.17073170731707,14.634146341463413,19.51219512195122
Pennsylvania,Operations,Male,41,Coordinator,Bachelor,2.0,59.0,100,9,3.6478720924345054,Education,61.5512031040543,2023,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Florida,Operations,Male,57,Developer,Bachelor,4.0,33.0,75,10,1.4213121271209683,Consulting,79.49569353781943,2016,4.825,Florida,66.66666666666666,25.0,8.333333333333332
Florida,Sales,Male,32,Manager,High School,3.0,43.0,0,1,3.495656957917234,Retail,38.16785320250428,2011,9.991666666666667,Florida,66.66666666666666,25.0,8.333333333333332
Illinois,Finance,Male,44,Analyst,High School,5.0,44.0,0,3,1.8317610838968152,Education,47.946518479148175,2019,7.106436781609196,Illinois,76.0,16.0,16.0
New York,Finance,Female,58,Specialist,High School,3.0,44.0,0,16,3.939361373484664,Technology,45.35295470479208,2021,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Illinois,Customer Support,Female,45,Analyst,Bachelor,4.0,46.0,0,5,2.8877643827973096,Finance,48.201123773513615,2020,7.106436781609196,Illinois,76.0,16.0,16.0
Texas,Legal,Male,46,Coordinator,High School,3.0,44.0,0,12,2.883571883363353,Consulting,36.279933503280176,2014,5.108333333333333,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Illinois,Operations,Male,58,Developer,Master,4.0,41.0,25,7,1.8675815908669664,Education,70.9448398629071,2011,9.691666666666666,Illinois,76.0,16.0,16.0
Georgia,HR,Male,28,Manager,High School,2.0,37.0,50,18,3.963971825726773,Education,39.85158771591691,2018,4.0,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,Finance,Male,39,Specialist,Bachelor,3.0,46.0,0,10,3.732204812437673,Telecommunications,44.502829939393,2020,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Illinois,Operations,Female,36,Specialist,,3.0,51.0,75,13,2.4499102612431534,Retail,53.06061343185904,2016,5.816666666666666,Illinois,76.0,16.0,16.0
